app_sessions_per_week,feature_adoption_count,avg_session_duration,last_login_days_ago,push_notification_response,adoption_score,segment
14,6,7.854198634077303,1.2687296695183765,0.5395313862152885,0.6294480794462685,high
10,4,9.3217331306121,2.4785422312395426,0.4170757222405466,0.496891529573179,medium
10,4,2.01666066034848,0.2543925370854508,0.46785492373890625,0.521875034500545,medium
8,4,7.315169153299477,1.7637026816731582,0.5335087207025768,0.49494372626269434,medium
13,3,6.879140662874318,2.341403423197764,0.80764125927092,0.6009188956995323,high
8,7,2.103054790227766,4.5333846434575635,0.9279693930527295,0.6153713143208288,high
14,6,2.9498009536641168,1.4796447324868796,0.7796600205092756,0.6760677058852759,high
11,5,7.489457363582002,0.40799237810271605,0.5206267144488622,0.566405393702421,medium
10,4,8.621972235427137,0.06639311747852479,0.16161875688800154,0.4618811305944101,medium
11,10,8.862837541123906,0.389038681438344,0.7833702936877748,0.7190804675279661,high
13,5,4.330004337127127,1.01145491730988,0.529971915873764,0.594251350392687,medium
13,7,2.1888050982121525,0.6794189985221054,0.7027460042532471,0.6710197408605021,high
10,9,2.567186099083315,2.300159757536058,0.7445930020546904,0.6635842020273643,high
13,6,6.094262591993349,0.16120914089508934,0.6126268349204229,0.6364506393781173,high
16,2,4.947097174633202,1.1747973526571103,0.6619122231971692,0.6045504622883864,high
11,4,6.894850802417029,0.41756343049341044,0.633583880585737,0.568933019913858,medium
16,12,13.90798685892085,1.6438090155031204,0.7104868092216309,0.8111386350743054,high
14,10,8.975299222231738,2.447914965206588,0.6515763677147991,0.7239958404415825,high
11,4,5.943267508692857,4.304302912734065,0.532355847663162,0.522775816781072,medium
8,4,6.838264436653574,0.25400802278382306,0.6512356277208131,0.5285537387256038,medium
16,11,8.373421883859459,0.24460823850017632,0.7963256705888975,0.8176344125277784,high
7,5,3.361766896994693,3.4300275698793667,0.4941113429003529,0.48095541811420817,medium
13,5,7.90986583342129,1.539489004428847,0.7831782200612601,0.6413723839827263,high
9,2,4.094522960617412,0.5349225508399263,0.6785826323519929,0.5071503761314657,medium
9,6,8.32967370457303,0.8076169818100449,0.6051619612012119,0.5706482790281755,medium
3,4,5.641098259304841,0.6294754748871075,0.5512069200222018,0.4310448808385263,medium
9,13,9.850748925461826,10.300849375312854,0.7011828867966249,0.6665642481905727,high
8,7,6.297508561481906,1.8154497759912591,0.5361490078122313,0.5551268030558378,medium
15,8,1.7110204810754555,1.1070616414142456,0.7785163899616733,0.7333228670495731,high
17,3,2.5360432942785414,4.992414433854206,0.7552741485075921,0.6327720668091571,high
12,4,4.615764117787116,0.2257324428840219,0.6103775344654724,0.5805706239405344,medium
7,8,6.359258822619499,2.890934980052331,0.524844013635516,0.5506959028600876,medium
12,6,2.3280129720961344,0.12570707063782552,0.5839749329080604,0.6159569394440265,high
13,5,10.061255112104618,4.798246102466579,0.5637022400432554,0.5757521406588739,medium
17,4,17.733809493315547,0.9881660137414447,0.5740227796113541,0.6432167824973278,high
9,3,3.637611393678736,5.41462700430301,0.36234320802215136,0.43137112824241025,medium
12,6,15.402901789208318,0.08491770526430611,0.800931922539836,0.6596202664728719,high
14,5,0.8138715733915356,0.011855490714545395,0.6463412187043059,0.6391892071360976,high
8,9,6.547210607690433,3.846824886076825,0.6480586919276616,0.6039662391450201,high
13,6,5.649180201045677,1.8364959680502448,0.4993615906896774,0.6026290116842672,high
14,4,6.239913460240243,0.9246672079927847,0.5646330255710458,0.596762157060924,medium
11,6,0.8393841196128322,5.030538124773988,0.5953401392547241,0.5705311070191182,medium
15,8,2.6567272203185213,2.844791453873754,0.5714539171553297,0.6803255070719075,high
19,5,2.4525581326937287,2.4152701888008927,0.4918561292290387,0.667269424587135,high
4,8,4.906400055859832,0.8074449767518934,0.5569382313458259,0.5260046797574859,medium
10,5,3.844848316528223,0.8939066619626604,0.6085693064659532,0.5657544835467729,medium
13,5,12.58413847561916,0.05550646584635013,0.4834715449822689,0.5913242658908114,medium
9,5,3.77092543892721,2.7334376945286762,0.48332428974354685,0.5134419399851848,medium
17,6,16.693148720726327,1.0470968135984453,0.6915967273677812,0.7063387000495667,high
13,7,10.36926020722148,3.2513531584064164,0.6956280814536557,0.6524499285680218,high
11,2,4.484675303799786,0.9125326392849279,0.8709293121479023,0.5731023115010143,medium
11,3,2.4235637166842667,2.0224550217953188,0.5540473606739558,0.5223264386561557,medium
20,7,3.5718065435516015,1.7765582385089542,0.7657719154806335,0.781310661506067,high
4,7,12.444845934987342,0.9832634291732395,0.4112587943779756,0.4756966693477735,medium
13,9,11.275927020494239,0.33020434928230713,0.7061430484229319,0.7140272473560377,high
11,11,2.216549337084346,0.511727085216928,0.359224607955225,0.6534334076895989,high
11,3,3.469591509743135,0.3310589428594671,0.5755935388465745,0.5379116481502518,medium
18,10,5.146561879086979,0.2947448868163123,0.7246988804595974,0.8129748101798107,high
16,4,5.822180720948052,3.688403083273677,0.5563850849080605,0.6066876630931209,high
9,2,1.337988407325382,0.03179826887563453,0.6855479794980208,0.5118976074404333,medium
11,10,7.4226998457190385,0.676964476371377,0.6142113750116341,0.6833291784931843,high
12,2,4.934891688222657,2.8943731614295003,0.5533031713258451,0.5113648131889723,medium
14,6,1.8494591166213725,1.6695218877930056,0.6155711821318527,0.6419840905077505,high
10,6,2.213300874331101,2.2774667035390967,0.8085188177631748,0.6165206521957076,high
5,6,3.712023588267075,3.6435482119929157,0.3600922241862665,0.44272812342396717,medium
7,16,4.217291283397024,1.6007290612429115,0.7248076110280384,0.739289995130655,high
18,2,0.6443643397195897,1.6338429389477713,0.5852858281520359,0.6161648793707554,high
12,6,2.8352711099112575,1.940789227531475,0.46895525344255407,0.580852455838301,medium
20,9,6.5873768329475695,0.26050183425054335,0.7508069171112469,0.8284247045272458,high
12,4,9.581650161500823,1.27003002568831,0.5411283011655654,0.5597587933951911,medium
11,4,6.705596423776038,5.787615694947105,0.7408030924292642,0.5545765138528721,medium
17,6,9.805105995769813,0.6723737253488256,0.6461759562655338,0.6997526997507812,high
12,2,2.5955267579423538,2.9658987347785826,0.7195970846197518,0.5441467586920932,medium
14,7,2.86464016274036,0.18959735206648007,0.6474832264537941,0.678232662943649,high
13,3,5.100896358337776,0.12795828487834293,0.3432989744365688,0.5228067396547915,medium
13,7,5.13449966714916,0.13418873823517877,0.5860985386577185,0.6513251161433091,high
16,5,1.2175554437492795,1.038428326860468,0.7134728347556841,0.6757717114387336,high
9,6,4.755262629765565,0.5755362292572567,0.7150555142892379,0.5941741946627992,medium
7,8,10.963231434861125,3.788629884240306,0.5784697169497267,0.5554364108283433,medium
12,7,8.978093951492049,1.543466045728012,0.6272571295602246,0.6351616522738581,high
13,8,10.077422938583192,2.2361888565396253,0.6304676772639681,0.6661856097425295,high
11,6,5.114930079309714,3.802333126717485,0.6566716274226819,0.5909854379730866,medium
8,2,4.773427135865166,1.3398438589490962,0.7252250459908263,0.49611271680517127,medium
13,4,12.137741243754542,2.9156671601540363,0.5917539436169641,0.5739130076556993,medium
11,7,4.659529974045076,0.0960819042888558,0.6545980139498435,0.6352790567613763,high
11,2,7.293199144277663,0.4103641720024097,0.5563788070755037,0.5135400002684181,medium
19,4,1.188510534294737,0.9047207212383485,0.4070282318724849,0.6403741748995746,high
10,11,9.261892454054266,0.026249958436009642,0.6719471954072359,0.7042144393585404,high
22,5,4.9017168222529754,0.21288729384995608,0.7548253308512932,0.7495458175445922,high
9,4,8.22851669848069,1.0577854639151825,0.8183832171007961,0.5716247403273914,medium
9,5,1.6244516738882429,2.7472135802855506,0.5633632111583545,0.5293578850297672,medium
12,2,9.453654564994178,4.388991707594927,0.3972405702480708,0.47018816933231466,medium
10,5,2.481267745862344,1.3332826948615162,0.6085071644061635,0.5628128815821559,medium
13,7,9.845305409345793,1.3398800554405301,0.6248046023046075,0.6510283867579847,high
16,6,8.250276302663785,4.183220711066995,0.6591837111191524,0.6639486041500505,high
15,4,3.2382865921617556,4.201839824439711,0.3888578136441044,0.5547592972325561,medium
16,4,8.541307053510725,5.087249330362823,0.6954518914456752,0.6251753827533829,high
18,4,6.581056651896148,3.688514401568583,0.4090762845151782,0.6072251608925785,high
11,7,5.587367512659694,0.689852290163218,0.6998473516562812,0.6403704550635015,high
11,3,12.166911901906001,0.22199409300146095,0.7001003761567541,0.5635401146113411,medium
17,4,6.855217613632871,1.3343653613293098,0.4120451874774211,0.6085132684199555,high
11,6,3.867561863485897,1.4998918809490087,0.6976506728992351,0.6145308553735203,high
14,5,8.496766245449338,0.67529668751802,0.6161848240491484,0.628734986893043,high
8,2,1.411423179476483,1.918410704386996,0.6608088335106652,0.4793723620062198,medium
13,9,6.752829915117477,0.19724563167964196,0.72428053666439,0.7185411364550137,high
8,13,4.322409495925529,3.405195385913549,0.6254768399346182,0.6823940654141667,high
12,4,6.6107956307757565,0.1077234118678809,0.5442653988154269,0.5681349236839661,medium
13,6,8.170793279796944,0.13650977251333465,0.4305805976870345,0.600206054387318,high
12,6,11.610927171784411,8.768850966470051,0.43599211986274555,0.5287394175294154,medium
12,4,7.655027669640597,4.163569757507091,0.593878062285381,0.5510184807403623,medium
10,7,11.858629917450992,0.7010902544657631,0.5192760974903243,0.5891812844682931,medium
14,7,1.322785373326991,5.1263502714056965,0.6913092058975169,0.6540861727034654,high
15,5,6.511576961570583,2.2549573708601387,0.4817197538950279,0.606310901639938,high
13,4,18.386772071599992,0.47729085260004184,0.6920788329290825,0.6102338275684829,high
19,5,2.807137310045115,0.22937861401534587,0.5759101940947338,0.6986528480588444,high
8,9,9.086746420114464,0.7425643668384979,0.5769894995377929,0.6104474707953019,high
10,11,0.637464624760995,1.2690186400320635,0.7806436954480461,0.7176686148227288,high
9,4,7.502148644688663,0.5568218710574578,0.6384790706449978,0.5389836683219499,medium
11,1,2.15395437058437,0.8015197652611964,0.4357494202836199,0.46680641895498265,medium
12,6,4.882226807626925,2.6791253251447897,0.5174201292010676,0.5856231903392483,medium
8,12,4.066989024921747,0.5656592623128897,0.6474381493303422,0.6857165681173159,high
7,4,9.339386422423528,2.3145488917243764,0.7528360095771822,0.5201368759706073,medium
16,8,4.124103505894793,0.07253347020454502,0.6336078466090976,0.7262380128537893,high
16,8,1.870113723120139,0.6223637116547354,0.6849978569727818,0.7328504799835249,high
11,5,6.417352138869121,3.3500481526599413,0.260031318650961,0.49467260937912594,medium
5,5,2.9957132709159033,0.7969136299831152,0.754027131427206,0.5204926687522204,medium
9,7,3.483299761836659,0.1411841866418712,0.6461893914227509,0.6032966503736044,high
7,10,2.4827232629338543,1.159897416476831,0.7134163395155086,0.6399506184599228,high
16,8,5.0554606434024585,1.0850231694703603,0.5779554986897691,0.7083576119414847,high
14,2,4.069635112099013,0.3382555327131817,0.6032182011061555,0.5683886033364766,medium
10,3,4.772427895556223,2.0956956710741896,0.7019739970446267,0.5364234949350974,medium
10,5,8.46568529834714,1.4059644776245739,0.6081680583086435,0.5622605151442316,medium
9,5,6.21775295844512,0.609481729181938,0.5663214754543185,0.5442010835629841,medium
22,7,6.876709539534046,1.706331572278747,0.779942998001635,0.7846130557851354,high
9,6,6.7835345596623124,1.1391474850462948,0.5349720643712114,0.554400096307267,medium
9,9,2.015576565937005,0.5995821036350493,0.5521783427459072,0.6214384545249478,high
11,6,3.6659141799729427,0.09405615648230872,0.6408911416135444,0.6125511872794935,high
11,4,3.2503953932515945,0.9631934056094925,0.7916161954273931,0.5969019497147487,medium
18,4,2.040830052583191,4.1132945243654575,0.2738982733845661,0.5773576911811436,medium
7,6,7.9252350213775395,1.3784561676887077,0.8327979712122955,0.5823698864578677,medium
16,4,3.383641462334343,1.2863990961489506,0.5115250011842091,0.6137290062625155,high
13,2,4.609687452442617,2.379658180809567,0.5346885736316798,0.5260733268542722,medium
12,7,4.535467996898057,0.8240114880792496,0.8847490152247485,0.6914563931244213,high
13,4,2.745736178691106,1.042912463074542,0.37167788414880965,0.5423828270759317,medium
19,5,2.04944895057164,0.44634519709965137,0.48565155253636105,0.6791546758599412,high
9,7,4.641751121473941,2.4682278887975118,0.38883214311780245,0.5363115760315772,medium
10,6,0.7497405783661111,3.349117728771051,0.7354076007321071,0.5947540686212811,medium
10,5,4.813700826998578,1.7995860034932403,0.56209829350276,0.5504224186772638,medium
18,6,3.359291991910441,1.1935447879723344,0.7434966759734727,0.7307423699415457,high
8,6,9.351184742351606,3.206232576057581,0.6580696543502246,0.5502390470296611,medium
11,5,4.55127915058004,9.64692513477676,0.41791948408942753,0.4842710625860405,medium
8,4,15.626620970159125,2.6271152935813316,0.43526196447993076,0.4695382909387773,medium
12,5,4.177161831748855,1.5655617345585238,0.8229423796489904,0.634151397699408,high
16,9,10.695276058342856,0.3336914525076049,0.8076650478099635,0.7793083998786087,high
15,6,11.424633373880761,0.47283812786485185,0.32274306403923037,0.6063963586220804,high
13,8,10.227879361280536,3.5930059253969406,0.7542214760605603,0.6818909223761325,high
11,8,8.691214261583545,0.7562725763484166,0.6891443127107856,0.657787045366501,high
12,6,5.556060080541283,0.8138631689070501,0.4486842061905698,0.5843110867787337,medium
11,4,5.865778290180229,0.6065414674142839,0.4640345361729718,0.5337632974518325,medium
13,7,3.791159183057003,0.5278446980248261,0.5162182465818682,0.6347246846628748,high
16,6,4.68050270824285,0.8893391456511325,0.6510793585618593,0.6842869440746977,high
10,7,10.150645522247677,2.806983175432021,0.5152576787725971,0.5743383145849725,medium
6,5,5.623940888468386,4.960429775397478,0.4760057449021761,0.4521316171444521,medium
9,8,11.172695695830178,3.1602015317038212,0.6330848880664798,0.6005489674019372,high
16,5,0.6577958716438007,4.100881723539607,0.6308371490482437,0.6388282183193847,high
12,6,3.874670244257941,2.396712934758363,0.5073393619333917,0.585489786154956,medium
13,10,6.3870096038369795,0.6699574405137936,0.8586214928955435,0.7622579156423501,high
15,5,5.8695454283638755,1.2403906664065354,0.8674953899529338,0.6902298068812098,high
16,4,4.537903482187474,3.7076247615699267,0.674743326535076,0.630231166896549,high
3,8,11.73809918287575,3.9486765411530196,0.7668221553252841,0.5320399207907034,medium
4,8,3.78629349809085,0.6861602211971808,0.7792623651891277,0.5712780715631777,medium
10,5,1.9902918820241595,0.8183612474958601,0.3043651054484739,0.5054172794397225,medium
8,10,13.262453790800691,1.599819727574357,0.6697897914634015,0.6432924934421845,high
9,7,8.354584959145091,0.019176615394412594,0.5884632283590188,0.5925648015691745,medium
12,8,5.498002661161394,1.8852191635865627,0.583873658826157,0.6442066040079877,high
16,2,4.5880535830731315,2.4264663772768236,0.7080683720699238,0.6054372318988059,high
7,4,7.618562211025317,0.8927844771925874,0.6022806918823014,0.49950424186184306,medium
15,2,6.917629650723969,0.8596761984266401,0.6264987177920112,0.5845685689022246,medium
11,7,4.6236266921607365,2.2595262186063714,0.6675271066284327,0.6234419132016441,high
10,9,4.6045841153688265,1.4942488188786858,0.8587355691683899,0.6917854550411534,high
7,8,6.328053226157121,4.234421092044164,0.30391541615909246,0.49755360928485737,medium
9,7,1.3432119086876444,2.7703670212290517,0.8847194202712505,0.6334747705793898,high
14,7,5.6464614461286455,0.40420447846073765,0.7069564705803159,0.6886965975929916,high
13,7,3.827975916394533,6.067562205228162,0.3533096625857696,0.5652115178156328,medium
9,2,4.3534015421067345,9.706523124961224,0.4831500151984603,0.4069198488732839,medium
15,9,2.4829357556238763,1.8271088966971543,0.7346015008545689,0.7397395741929327,high
11,4,6.574404228111303,0.5551642442923825,0.8442784896908858,0.6101546029762279,high
6,8,2.1278535109580745,0.1641374459197639,0.6735703624081382,0.5836198228421625,medium
7,6,2.788239322160174,0.030602780645706734,0.363162763200291,0.49742853410242016,medium
13,8,3.1360471175040456,1.8866954707149244,0.7064164164474548,0.6837053134847249,high
12,2,5.5781582573928095,1.7825405902793183,0.8201857059763394,0.5721535372600725,medium
11,9,4.538901192764161,1.2592799343993384,0.6804149733553589,0.6726877951084095,high
13,4,12.882645759732187,4.191814154125773,0.695093585141439,0.5860732893341161,medium
12,4,9.094255849989013,0.6277885133256249,0.6641854606866179,0.5886518353818195,medium
19,6,13.567902967039034,0.2624495361738483,0.6883896776933334,0.7409282719641743,high
11,9,5.915372185315583,0.9127766454734358,0.4674036041021895,0.6323955431839483,high
10,10,10.795727789967803,0.8625492457614737,0.6213419316848291,0.6685180580318892,high
7,5,6.58693402207539,1.942401986981496,0.5667239416012086,0.5053954417403651,medium
10,2,7.957323957130198,2.310313047129042,0.42192409403605047,0.45898273182634985,medium
12,7,2.196758619207092,1.9683564006172642,0.7903495189750538,0.6649475277908956,high
7,10,6.718674319913988,2.4169953665743846,0.7069542609796797,0.6302775497521067,high
18,4,7.170897269533819,0.6402436178175273,0.5276529629693646,0.6512623018084227,high
11,4,10.080357705535654,0.28722520776164784,0.4969870484653925,0.5424825749746676,medium
11,2,2.9303746499671175,0.36284611787848364,0.6158448979190475,0.5257500054646196,medium
6,9,9.755205580504121,0.12595211147383875,0.4929186403239525,0.5677440473216316,medium
19,5,4.32538218071953,2.59325806629837,0.5136645903457796,0.6704445309605002,high
12,4,5.798221639311788,7.937945890594723,0.6552619090027088,0.5381327425299103,medium
11,6,3.6053394109621975,4.89258023989989,0.6893971181751525,0.5902622220356979,medium
10,5,5.400399895509047,2.37451827403022,0.4063032328495603,0.515430524743044,medium
6,8,15.557930022594046,2.641812377680851,0.41624225208431337,0.5156363678989904,medium
12,6,4.58844626529978,1.0457682695428172,0.554243477698064,0.6038769070759941,high
9,4,11.563523058780813,1.6012649293489838,0.6659404785610322,0.5375129961832132,medium
15,2,6.548407756029329,0.07694411545364623,0.4286834193125508,0.5502237230928191,medium
10,8,6.241186730731013,0.204012399266529,0.5365296138358463,0.6159458401053926,high
12,8,6.895242218294781,9.76543933444265,0.6989283795607464,0.6146827470158649,high
5,4,10.295068424305594,5.163508424692169,0.7118516388269525,0.4629469382674427,medium
7,9,1.67545416463734,2.7736771230176407,0.5621631061029553,0.5789414404004735,medium
13,5,3.5062298101069684,7.23059149217664,0.7183975298377666,0.5904755626863757,medium
9,6,6.986793850385916,0.9030258843257377,0.17851782332625055,0.48468339210307854,medium
14,2,5.1459535640431024,3.916031733640817,0.44058681660529375,0.5120104850967867,medium
5,5,0.5990245095993527,0.03608561176445341,0.42879732027427925,0.4605188933097595,medium
15,6,5.284768401577216,2.159163520769119,0.43186639229137747,0.6169788549864813,high
9,0,6.9014867344521615,0.5297138389855103,0.5329184749174911,0.4380522693902615,medium
14,4,6.362534366733103,1.4298545858108984,0.6645995974119552,0.613387555576985,high
14,3,8.690830746978978,0.8694914454818585,0.6692633088059765,0.5980560521246496,medium
9,7,5.601361303860081,3.111778143746594,0.6992778336647887,0.5941103791079805,medium
11,3,6.806478808342018,1.0353274846553315,0.4706753308996258,0.5122328829488896,medium
10,11,3.325846911869469,0.455259048066907,0.3747848988656514,0.6419219194526843,high
15,6,11.207917253060709,7.304964515581285,0.6070115152859011,0.6177025396199717,high
22,3,3.7476078504721237,1.5258257693120747,0.558520490557037,0.6615319263159936,high
15,5,9.505690771870412,1.660431304223878,0.6360362615401285,0.6411377102798665,high
8,5,6.424164518548992,0.3598069651104786,0.45773089348250984,0.5091474655957654,medium
10,2,4.603987714030271,2.0641672961734123,0.40117895836051937,0.45647467636428113,medium
