transaction_satisfaction,app_rating,support_rating,feature_usage_count,response_time_avg,nps_score,nps_category
5.647550329670647,8.19834773605728,5.936985848763507,4,0.5646191011956112,5.563406431788408,detractor
8.488699756865024,9.57721997985471,3.466708249329167,3,0.5952671116484319,6.612264448653685,passive
7.894296334147061,8.623343656525325,4.024551723885714,12,0.8120413534781145,6.391107336791423,passive
6.173897557002014,8.400096072634826,4.44949313131005,5,0.8816996483262156,6.6716345118723375,passive
4.1468220414595605,8.474965626317033,8.908539540922828,8,0.7033039828506779,6.656221044149008,passive
6.318994915002799,9.264426284636553,5.4501540276550955,12,0.3512757236781721,6.983712840357382,passive
7.010484692949398,6.413362329517459,7.240762743248541,8,0.9629162721077971,5.83939479777617,detractor
6.899616907014207,8.825257749329465,5.415415180774142,10,0.3894666783285404,6.556775235430156,passive
6.135464417273946,9.389955035978,3.28836902140276,6,0.23666425624075038,6.720569206566786,passive
5.122131110837752,7.894845702618633,6.706209914528669,5,0.8332140453422311,6.4384754238351105,passive
5.126295290411017,6.472052202005846,4.450048797080219,9,0.4710281589273776,5.608519687799491,detractor
6.088417494675417,8.27344036253594,4.2364053560491035,8,0.6251877825235655,7.253740615374081,passive
9.116012004544805,7.934295845763726,7.105111525200941,6,1.4023359872748606,8.114441852384134,promoter
6.34298471451806,7.018332828338199,7.262233286822802,6,0.38204878049129,6.056672524890778,passive
6.493224293749941,7.7694907774413515,4.793926945726613,8,0.27317756934705223,6.7578598606087406,passive
4.533112188616048,7.547155454024802,3.052854932161264,8,0.8386600162417363,6.07012230951096,passive
7.0750454695619425,6.358435549396417,5.40310539807026,12,0.21114747640715206,7.199709473079442,passive
7.472401905396923,7.599951377960231,4.262650936184185,9,0.9348583699254763,6.351695938186926,passive
7.847590842219693,9.729722531338409,7.163896158477973,9,1.3081171473831985,8.026118810753994,promoter
6.6806256204671115,4.1078055236183495,7.467336071962581,10,0.4879780553680088,5.628599295827818,detractor
5.55904581798073,6.074831679745286,3.158787869402949,8,0.8301778109091902,4.342910340300439,detractor
5.560620365048163,8.68186050644206,5.267759681514938,7,0.5576365109194733,6.87924435734039,passive
5.614828144305729,7.8388818475115265,4.458602795937824,6,1.0643452303651784,6.627293520988566,passive
2.5306751051610736,7.422773449904718,6.707361804006338,8,0.8180080142514412,5.648197429460185,detractor
6.4036340199683845,7.873028901640719,5.6654301454288465,7,0.6908018877380993,7.055215835002721,passive
5.518124479274294,6.519887173019498,6.223810148226436,7,0.1374914102121412,6.006972586662112,passive
8.897193711102672,5.222833292492616,5.681036605953576,7,0.37790766435482176,5.534818480151211,detractor
7.466322773963423,7.102126918639917,6.405898667376549,10,1.2884757241006022,7.427296747506327,passive
7.387626250387786,8.706146424379885,7.181532627554084,7,0.7274197257006759,7.542914987297206,passive
7.231700939637249,7.96115214129199,7.9090747183542955,8,1.6151794280258556,7.374549408423532,passive
7.97846881970086,8.189362159060337,6.718566819249584,8,0.7947592417371515,8.098291422334038,promoter
7.513525991792713,8.151935962320817,4.154350769324368,11,0.43018070470708947,6.3465730345577835,passive
8.798914803318963,9.114609083136251,6.912650438351722,9,0.09362304990749883,8.165517041166245,promoter
4.850607983770911,8.280954155518288,6.043755772777591,4,0.8066280055368602,6.082269921061281,passive
6.872749762736392,8.496359753681764,4.949705232835949,10,0.8419742391045497,6.88304023727657,passive
8.256730316750149,9.363497344327202,8.34942167649375,6,1.2714408308038774,7.653665881047386,passive
8.121585763995665,7.477927831998831,7.624142944551813,6,0.26111489268784344,7.414810374690984,passive
5.662257495067061,8.924851721719001,4.605787023452005,6,1.0619726795412412,6.491129061982816,passive
7.308878439853609,8.893193551220866,7.365316671850643,10,1.1769910158746086,7.599672150931461,passive
6.007580104194173,8.793357320928395,8.521819526613548,12,0.7526436604454017,7.658655459190621,passive
7.370115025954533,7.253215742267814,6.992593056494401,6,1.598455295798084,6.006808944329392,passive
8.49558775659727,7.1896203054728804,3.401480708838027,2,1.0469165987633438,5.442850812158753,detractor
6.966171341587022,9.622990761544743,8.345792277247753,9,0.37665593659308744,8.009551390811799,promoter
7.748231892333978,8.980423457331666,6.605727274306487,7,0.683977901574393,7.637746802426299,passive
5.868989220110499,8.190251561792115,7.57529916409915,8,1.1655591042000313,6.244475233426078,passive
5.889097547311937,5.817013366494822,8.260121621694816,5,1.069087971242091,6.232326365922211,passive
7.783300639031387,6.3003392678728085,6.09092499034404,9,0.527598095137851,6.912538888934822,passive
7.746649944345805,7.755571931335885,5.584067939969371,11,1.5516902422121202,7.595978932537703,passive
8.719813188393895,9.12574366727336,5.973924157298968,11,0.26285929922541235,7.714216642726863,passive
8.431729652858577,8.718294632685087,6.76764140278951,10,2.035789915600243,8.0657150463349,promoter
9.712518024145014,5.967546131510257,4.9822123177105855,7,0.814726662973671,6.472242721237062,passive
8.63123996372255,9.55398410009344,3.2511850826386732,7,0.4772962387855535,7.3846939377275795,passive
6.8512063462322805,6.938338226529682,3.6458854209097087,12,0.9144596716061301,6.9624395778467845,passive
3.806118840041214,9.694403715053104,6.523886798519891,9,1.2995942764300679,7.627566797302505,passive
8.202212158828793,6.90600887899853,6.81337766293095,10,0.7020336422285889,6.9534983164873125,passive
8.248757772553914,7.693436144174837,6.45239642168539,7,0.48522866237101775,6.944773033777124,passive
7.460223927551838,7.545368436858149,8.105297943907305,11,0.31984566554902055,7.899125075048734,passive
7.630784907723155,9.100981992720708,4.430743518467311,8,0.6091924240741445,5.914919177653681,detractor
7.948516484988657,7.659822225685275,4.465805548380154,10,0.6008525380625733,6.288751851982727,passive
6.276598662105917,8.56063639500133,7.3128349196612685,4,0.7677767629942461,7.140937933035722,passive
7.334068131323651,8.402065566920221,7.437126570590104,6,0.2965207597293219,6.994026845522446,passive
8.846629938397845,7.8114216487913515,4.925472261668785,3,1.1884452643969887,7.676863934193292,passive
4.957312871919263,8.459002261568678,8.165720882701157,9,1.4952064016000786,7.751836176940013,passive
7.77085742223105,8.825314396544622,4.448759356709668,8,0.764574750971062,7.643958660048423,passive
7.473692388189715,8.675268265592674,5.385470693966283,11,1.4390812939950506,7.362915560242702,passive
6.724065499352249,8.578448938780612,6.166213971902666,10,1.4749250186268537,6.632974005571363,passive
